oid_ktovet,id_ktovet,k_rechov,t_rechov,ms_bayit,knisa,t_bayit_veknisa,t_ktovet_melea,x,y,ms_gush,ms_chelka,k_status_hesder,UniqueId,lon,lat,date_import,garbage,cleaning,gezem,recycle_blue,recycle_orange,t_rechov_eng,Longitude,Latitude
1553,74045,196,סוקולוב,72, ,72 ,סוקולוב 72 ,179252.85,666720.7,6957,24,0,527-74045,34.778549,32.093089,13/03/2026 00:44:42,כל השבוע,כל יום,בימים א' ו- ג' 06:00 - 18:00,ב,ב,SOKOLOV,34.77854923372449,32.09308973118031
1554,74240,198,עמוס,12, ,12 ,עמוס 12 ,179321.93,666720.4,6957,43,0,527-74240,34.779281,32.093089,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ו",בימים א' ו- ג' 06:00 - 18:00,ב,לא קיים פינוי,AMOS,34.7792809965717,32.0930895106365
1555,119341,556,צירלסון,8, ,8 ,צירלסון 8 ,180710.6,666712.0,6107,96,0,527-119341,34.793992,32.09306,13/03/2026 00:44:42,"א, ג, ה","ב, ה",בימים ב' ו- ד' 06:00 - 18:00,א,ג,ZIRELSON,34.7939915734698,32.093062216207336
1556,73061,187,דיזנגוף,251, ,251 ,דיזנגוף 251 ,179039.54,666711.56,6961,95,0,527-73061,34.77629,32.093,13/03/2026 00:44:42,כל השבוע,"ב, ד, ו",בימים א' ו- ג' 06:00 - 18:00,"ב,ו",ב,MEIR DIZENGOFF,34.7762899836986,32.09299968692491
1557,130933,501,בודנהיימר,30, ,30 ,בודנהיימר 30 ,180223.45,666701.69,6212,336,0,527-130933,34.788832,32.092951,13/03/2026 00:44:42,"א, ג, ה",כל יום,בימים ב' ו- ד' 06:00 - 18:00,,ג,BODENHEIMER,34.78883158946381,32.09295239874262
1558,131066,554,ועידת קטוביץ,8, ,8 ,ועידת קטוביץ 8 ,180592.26,666701.58,6212,913,0,527-131066,34.792739,32.092962,13/03/2026 00:44:42,"א, ג, ה",כל יום,בימים ב' ו- ד' 06:00 - 18:00,,ג,VE'IDAT KATOWITZ,34.79273845211188,32.09296416797979
1559,81430,500,ברנדיס,12, ,12 ,ברנדיס 12 ,180074.84,666595.23,6212,931,0,527-81430,34.787262,32.091986,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,ו,ג,BRANDEIS,34.787261722575145,32.09198725933795
1560,83994,584,הזוהר,43, ,43 ,הזוהר 43 ,180786.47,667085.36,6106,578,0,527-83994,34.79478,32.09643,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים ב' ו- ד' 06:00 - 18:00,"א,ו",ה,HaZohar,34.79478030221087,32.09643167142168
1561,84169,609,בן סירא,1, ,1 ,בן סירא 1 ,180819.1,667084.51,6106,134,0,527-84169,34.795126,32.096423,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,"א,ו",ה,BEN SIRA,34.79512594738263,32.09642518026933
1562,84126,600,בבלי,35, ,35 ,בבלי 35 ,181113.21,667058.23,6106,554,0,527-84126,34.798243,32.096196,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,ו,ה,BAVLI,34.798242638889405,32.0961982105698
1563,84117,600,בבלי,26, ,26 ,בבלי 26 ,181146.33,667057.65,6106,301,0,527-84117,34.798594,32.096192,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,ו,ה,BAVLI,34.79859357024399,32.09619412204121
1564,83990,584,הזוהר,39, ,39 ,הזוהר 39 ,180794.92,667045.86,6106,584,0,527-83990,34.794872,32.096074,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,"א,ו",ה,HaZohar,34.79487135543235,32.096075760469446
1565,66358,27,הירקון,313, ,313 ,הירקון 313 ,178856.11,667042.78,6962,168,0,527-66358,34.774333,32.09598,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,ו,לא קיים פינוי,HAYARKON,34.774332910742054,32.09597993922049
1566,84201,610,אונקלוס,15, ,15 ,אונקלוס 15 ,180993.04,667036.76,6106,499,0,527-84201,34.796971,32.095999,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,ו,ה,ONKELOS,34.79697054496217,32.09600052290664
1567,84194,610,אונקלוס,7, ,7 ,אונקלוס 7 ,180908.06,667020.19,6106,674,0,527-84194,34.796071,32.095846,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,ו,ה,ONKELOS,34.79607093449213,32.09584812823963
1568,118160,187,דיזנגוף,316, ,316 ,דיזנגוף 316 ,179082.92,666996.87,6963,16,0,527-118160,34.776738,32.095574,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,"ב,ו",ב,MEIR DIZENGOFF,34.77673747287932,32.09557410477946
1569,119052,477,בני דן,34, ,34 ,בני דן 34 ,180153.67,666993.72,6212,386,0,527-119052,34.788081,32.095582,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים ב' ו- ד' 06:00 - 18:00,א,ג,BNEI DAN,34.7880804496236,32.09558342791344
1570,73085,187,דיזנגוף,275, ,275 ,דיזנגוף 275 ,179022.78,666974.76,6962,27,0,527-73085,34.776101,32.095372,13/03/2026 00:44:42,כל השבוע,כל יום,בימים א' ו- ג' 06:00 - 18:00,ו,ב,MEIR DIZENGOFF,34.7761013112538,32.095372576269874
1571,83983,584,הזוהר,32, ,32 ,הזוהר 32 ,180838.51,666970.83,6106,446,0,527-83983,34.795336,32.095399,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,"א,ו",ה,HaZohar,34.795336178897394,32.09540064163253
1572,73081,187,דיזנגוף,271, ,271 ,דיזנגוף 271 ,179027.67,666954.58,6962,29,0,527-73081,34.776154,32.095191,13/03/2026 00:44:42,כל השבוע,כל יום,בימים א' ו- ג' 06:00 - 18:00,ו,ב,MEIR DIZENGOFF,34.77615405196421,32.095190706752184
1573,81000,491,שלומציון המלכה,61, ,61 ,שלומציון המלכה 61 ,180195.44,666949.95,6212,220,0,527-81000,34.788525,32.095189,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים ב' ו- ד' 06:00 - 18:00,"א,ו",ג,SHLOMTZION,34.788524758871624,32.0951902155046
1574,74057,196,סוקולוב,85, ,85 ,סוקולוב 85 ,179223.18,666695.76,6959,53,0,527-74057,34.778236,32.092863,13/03/2026 00:44:42,כל השבוע,כל יום,בימים א' ו- ג' 06:00 - 18:00,ב,ב,SOKOLOV,34.778235962099885,32.09286379499345
1575,74258,198,עמוס,29, ,29 ,עמוס 29 ,179402.7,666695.17,6957,78,0,527-74258,34.780138,32.092864,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ו",בימים א' ו- ג' 06:00 - 18:00,ב,ב,AMOS,34.780137604206224,32.09286482310033
1576,74854,212,אלכסנדר ינאי,9, ,9 ,אלכסנדר ינאי 9 ,179602.2,666685.55,6212,437,0,527-74854,34.782251,32.092784,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,ב,ב,ALEXANDER YANA'I,34.782251316968136,32.09278508747003
1577,88174,800,נמיר מרדכי,102, ,102 ,נמיר מרדכי 102 ,180822.46,666683.65,6107,116,0,527-88174,34.795178,32.092808,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,א,ה,NAMIR,34.79517764965606,32.092810453570934
1578,74262,198,עמוס,33, ,33 ,עמוס 33 ,179413.1,666674.65,6957,80,0,527-74262,34.780249,32.092679,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ו",בימים א' ו- ג' 06:00 - 18:00,ב,ב,AMOS,34.780248693390064,32.092680188394525
1579,88207,800,נמיר מרדכי,139, ,139 ,נמיר מרדכי 139 ,180690.42,667075.12,6106,605,0,527-88207,34.793763,32.096334,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,א,"ג,ה",NAMIR,34.793763161575164,32.096336085943825
1580,83989,584,הזוהר,38, ,38 ,הזוהר 38 ,180820.24,667053.47,6106,507,0,527-83989,34.795139,32.096143,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,"א,ו",ה,HaZohar,34.79513927962094,32.096145247738576
1581,84076,599,ירושלמי,3, ,3 ,ירושלמי 3 ,181164.96,667053.31,6106,301,0,527-84076,34.798791,32.096154,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,ו,ה,YERUSHALMI,34.798791046489065,32.09615558272685
1582,131086,554,ועידת קטוביץ,50, ,50 ,ועידת קטוביץ 50 ,180550.51,667028.9,6212,1055,0,527-131086,34.792283,32.095913,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים ב' ו- ד' 06:00 - 18:00,,,VE'IDAT KATOWITZ,34.79228294004477,32.09591448536717
1583,96732,1195,הרב טולדנו,16, ,16 ,הרב טולדנו 16 ,181151.42,667012.19,6106,545,0,527-96732,34.798649,32.095782,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים ב' ו- ד' 06:00 - 18:00,ו,ה,HaRav Toledano,34.79864934360305,32.09578426946145
1584,83985,584,הזוהר,34, ,34 ,הזוהר 34 ,180832.99,667011.47,6106,449,0,527-83985,34.795276,32.095765,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,"א,ו",ה,HaZohar,34.795276034137125,32.09576693856575
1585,73087,187,דיזנגוף,277, ,277 ,דיזנגוף 277 ,179020.56,666981.95,6962,26,0,527-73087,34.776078,32.095437,13/03/2026 00:44:42,כל השבוע,כל יום,בימים א' ו- ג' 06:00 - 18:00,ו,ב,MEIR DIZENGOFF,34.776077588027825,32.095437311846155
1586,74400,201,זכריה,10, ,10 ,זכריה 10 ,179125.76,666980.12,6963,32,0,527-74400,34.777192,32.095424,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00  הגישה לרחוב זה מוגבלת  אנא הניחו את הערמה לפינוי בכתובת ירמיהו הנביא 37,"ב,ו",ב,ZECHARYA,34.777192034463226,32.095424588695735
1587,74286,199,ירמיהו הנביא,5, ,5 ,ירמיהו הנביא 5 ,178891.77,666963.56,6962,59,0,527-74286,34.774714,32.095267,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,ו,ב,Yirmeyahu HaNavi,34.77471397508162,32.09526684929892
1588,73114,187,דיזנגוף,312, ,312 ,דיזנגוף 312 ,179058.85,666962.51,6963,16,0,527-73114,34.776484,32.095263,13/03/2026 00:44:42,כל השבוע,כל יום,בימים א' ו- ג' 06:00 - 18:00,"ב,ו",ב,MEIR DIZENGOFF,34.77648401459584,32.095263400970964
1589,119337,555,פרידמן דוד הרב,4, ,4 ,פרידמן דוד הרב 4 ,180643.21,666700.12,6212,1325,0,527-119337,34.793278,32.092951,13/03/2026 00:44:42,"א, ג, ה",כל יום,בימים ב' ו- ד' 06:00 - 18:00  הגישה לרחוב זה מוגבלת  אנא הניחו את הערמה לפינוי בכתובת צירלסון 5,א,ג,Friedman David HaRav,34.79327817833045,32.09295281684362
1590,74254,198,עמוס,25, ,25 ,עמוס 25 ,179379.35,666699.28,6957,248,0,527-74254,34.77989,32.0929,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ו",בימים א' ו- ג' 06:00 - 18:00,ב,ב,AMOS,34.77989006821768,32.092901050924155
1591,81085,494,שטריקר,32, ,32 ,שטריקר 32 ,180153.78,666691.69,6212,93,0,527-81085,34.788094,32.092858,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים ב' ו- ד' 06:00 - 18:00,ו,ג,STRICKER,34.78809404168076,32.09285979766513
1592,74039,196,סוקולוב,66, ,66 ,סוקולוב 66 ,179247.49,666691.37,6957,27,0,527-74039,34.778494,32.092825,13/03/2026 00:44:42,כל השבוע,כל יום,בימים א' ו- ג' 06:00 - 18:00,ב,ב,SOKOLOV,34.77849368816982,32.0928250670401
1593,74253,198,עמוס,24, ,24 ,עמוס 24 ,179369.88,666681.3,6957,273,0,527-74253,34.779791,32.092738,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ו",בימים א' ו- ג' 06:00 - 18:00,ב,לא קיים פינוי,AMOS,34.7797905158654,32.09273853749145
1594,81083,494,שטריקר,30, ,30 ,שטריקר 30 ,180152.01,666677.33,6212,323,0,527-81083,34.788076,32.092729,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים ב' ו- ד' 06:00 - 18:00,ו,ג,STRICKER,34.78807584315806,32.09273024772414
1595,74259,198,עמוס,30, ,30 ,עמוס 30 ,179395.74,666666.15,6957,53,0,527-74259,34.780065,32.092602,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ו",בימים א' ו- ג' 06:00 - 18:00,ב,לא קיים פינוי,AMOS,34.78006515906968,32.09260292200009
1596,74266,198,עמוס,37, ,37 ,עמוס 37 ,179432.35,666666.15,6957,256,0,527-74266,34.780453,32.092603,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ו",בימים א' ו- ג' 06:00 - 18:00,ב,ב,AMOS,34.78045287945617,32.09260422010555
1597,83953,584,הזוהר,4, ,4 ,הזוהר 4 ,180899.85,666654.14,6107,482,0,527-83953,34.795999,32.092545,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,א,ה,HaZohar,34.79599863725207,32.09254693530947
1598,74137,197,נורדאו,39, ,39 ,נורדאו 39 ,179123.46,666654.14,6959,88,0,527-74137,34.777181,32.092485,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,"ב,ו",ב,NORDAU,34.77718130045373,32.0924848745532
1599,81878,510,מרשל לואי,22, ,22 ,מרשל לואי 22 ,180026.71,666640.67,6212,567,0,527-81878,34.78675,32.092394,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,ו,ג,LOUIS MARSHAL,34.786750072530396,32.09239532253313
1600,130561,197,נורדאו,22, ,22 ,נורדאו 22 ,178936.13,666636.3,6960,84,0,527-130561,34.775198,32.092317,13/03/2026 00:44:42,"א, ג, ה",כל יום,בימים א' ו- ג' 06:00 - 18:00,,,NORDAU,34.77519768627922,32.09231725685557
1601,80988,491,שלומציון המלכה,42, ,42 ,שלומציון המלכה 42 ,180283.1,666940.67,6212,159,0,527-80988,34.789454,32.095108,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים ב' ו- ד' 06:00 - 18:00,א,ג,SHLOMTZION,34.78945379084344,32.095109564625574
1602,80995,491,שלומציון המלכה,49, ,49 ,שלומציון המלכה 49 ,180141.25,666939.03,6212,1313,0,527-80995,34.787951,32.095088,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים ב' ו- ד' 06:00 - 18:00,"א,ו",ג,SHLOMTZION,34.7879511797092,32.0950898390701
1603,74312,199,ירמיהו הנביא,31, ,31 ,ירמיהו הנביא 31 ,179105.42,666931.69,6963,21,0,527-74312,34.776979,32.094987,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,"ב,ו",ב,Yirmeyahu HaNavi,34.77697856051926,32.09498706741327
1604,74308,199,ירמיהו הנביא,27, ,27 ,ירמיהו הנביא 27 ,179085.33,666931.11,6963,19,0,527-74308,34.776766,32.094981,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,"ב,ו",ב,Yirmeyahu HaNavi,34.7767658079984,32.094981135270466
1605,74293,199,ירמיהו הנביא,12, ,12 ,ירמיהו הנביא 12 ,178903.38,666920.92,6961,6,0,527-74293,34.774839,32.094883,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,ו,ב,Yirmeyahu HaNavi,34.77483875650449,32.0948827460219
1606,74298,199,ירמיהו הנביא,17, ,17 ,ירמיהו הנביא 17 ,179002.19,666918.33,6962,34,0,527-74298,34.775886,32.094863,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,ו,ב,Yirmeyahu HaNavi,34.775885613718216,32.094862901955764
1607,74328,199,ירמיהו הנביא,48, ,48 ,ירמיהו הנביא 48 ,179192.88,666916.36,6959,9,0,527-74328,34.777906,32.094852,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,"ב,ו",ב,Yirmeyahu HaNavi,34.77790578405313,32.09485196513072
1608,97006,1251,הרצוג,10, ,10 ,הרצוג 10 ,180896.46,666913.12,6107,500,0,527-97006,34.795953,32.09488,13/03/2026 00:44:42,"א, ג, ה",כל יום,בימים ב' ו- ד' 06:00 - 18:00,ו,ה,HERZOG,34.79595232976054,32.094882270465995
1609,74317,199,ירמיהו הנביא,36, ,36 ,ירמיהו הנביא 36 ,179120.19,666908.45,6959,3,0,527-74317,34.777136,32.094778,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,"ב,ו",ב,Yirmeyahu HaNavi,34.77713603461849,32.094778074312124
1610,74309,199,ירמיהו הנביא,28, ,28 ,ירמיהו הנביא 28 ,179029.78,666894.84,6961,54,0,527-74309,34.776179,32.094652,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,ו,ב,Yirmeyahu HaNavi,34.776178910290994,32.09465211496209
1611,81048,493,בובליק,15, ,15 ,בובליק 15 ,180189.71,666894.84,6212,285,0,527-81048,34.788466,32.094691,13/03/2026 00:44:42,"ב, ד, ו","ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,"א,ו",ג,BUBLIK,34.78846634683484,32.09469305511387
1612,121759,1251,הרצוג,6, ,6 ,הרצוג 6 ,180821.31,666883.37,6106,717,0,527-121759,34.795158,32.094609,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,"א,ו","ב,ה",HERZOG,34.795157538647054,32.094611424027974
1613,75440,246,נחום הנביא,27,א,27א,נחום הנביא 27א,178879.1,666886.19,6961,114,0,527-75440,34.774583,32.094569,13/03/2026 00:44:42,"א, ג, ה",כל יום,בימים א' ו- ג' 06:00 - 18:00,ו,ב,NAHUM HA'NAVI,34.77458300460281,32.09456864985057
1614,75441,246,נחום הנביא,29, ,29 ,נחום הנביא 29 ,178887.57,666885.55,6961,122,0,527-75441,34.774673,32.094563,13/03/2026 00:44:42,"א, ג, ה",כל יום,בימים א' ו- ג' 06:00 - 18:00,ו,ב,NAHUM HA'NAVI,34.774672826290306,32.094563176844666
1615,74800,210,שמעון התרסי,13, ,13 ,שמעון התרסי 13 ,179391.97,666879.14,6958,147,0,527-74800,34.780016,32.094523,13/03/2026 00:44:42,כל השבוע,כל יום,בימים א' ו- ג' 06:00 - 18:00,ב,ב,SHIM'ON HATARSI,34.78001630776084,32.09452342043648
1616,81025,492,פינלס,5, ,5 ,פינלס 5 ,180278.23,666879.09,6212,165,0,527-81025,34.789405,32.094552,13/03/2026 00:44:42,"ב, ד, ו","ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,א,ג,PINELES,34.78940465980322,32.09455410122679
1617,83897,580,אנטיגונוס,13, ,13 ,אנטיגונוס 13 ,179879.06,666641.2,6212,597,0,527-83897,34.785186,32.092394,13/03/2026 00:44:42,"א, ג, ה",כל יום,בימים ב' ו- ד' 06:00 - 18:00,ו,ג,ANTIGONOS,34.78518600972124,32.092394947675494
1618,74848,212,אלכסנדר ינאי,3, ,3 ,אלכסנדר ינאי 3 ,179593.78,666634.86,6212,434,0,527-74848,34.782164,32.092327,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,ב,ב,ALEXANDER YANA'I,34.782164206711805,32.09232770459229
1619,80999,491,שלומציון המלכה,59, ,59 ,שלומציון המלכה 59 ,180184.09,666945.9,6212,219,0,527-80999,34.788405,32.095152,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים ב' ו- ד' 06:00 - 18:00,"א,ו",ג,SHLOMTZION,34.78840467302002,32.09515332685482
1620,74285,199,ירמיהו הנביא,4, ,4 ,ירמיהו הנביא 4 ,178871.35,666944.69,6961,2,0,527-74285,34.774498,32.095096,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,ו,ב,Yirmeyahu HaNavi,34.774498437566116,32.095095907036104
1621,74451,202,אוסישקין,54, ,54 ,אוסישקין 54 ,179312.21,666933.01,6958,62,0,527-74451,34.779169,32.095006,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,ב,ב,USSISHKIN,34.77916908119569,32.09500641606727
1622,97002,1251,הרצוג,3, ,3 ,הרצוג 3 ,180860.68,666932.53,6106,479,0,527-97002,34.795573,32.095054,13/03/2026 00:44:42,כל השבוע,כל יום,בימים ב' ו- ד' 06:00 - 18:00,"א,ו","ב,ה",HERZOG,34.79557259192609,32.09505604879479
1623,80989,491,שלומציון המלכה,43, ,43 ,שלומציון המלכה 43 ,180110.02,666931.86,6212,211,0,527-80989,34.787621,32.095023,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים ב' ו- ד' 06:00 - 18:00,"א,ו",ג,SHLOMTZION,34.78762059746937,32.09502407670829
1624,80987,491,שלומציון המלכה,41, ,41 ,שלומציון המלכה 41 ,180102.92,666930.64,6212,210,0,527-80987,34.787546,32.095011,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים ב' ו- ד' 06:00 - 18:00,"א,ו",ג,SHLOMTZION,34.787545501623356,32.09501283955581
1625,74291,199,ירמיהו הנביא,10, ,10 ,ירמיהו הנביא 10 ,178896.63,666926.78,6961,5,0,527-74291,34.774767,32.094935,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,ו,ב,Yirmeyahu HaNavi,34.774767087235354,32.09493534215634
1626,74319,199,ירמיהו הנביא,38, ,38 ,ירמיהו הנביא 38 ,179132.03,666910.48,6959,4,0,527-74319,34.777261,32.094796,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים א' ו- ג' 06:00 - 18:00,"ב,ו",ב,Yirmeyahu HaNavi,34.77726141391151,32.09479681418939
1627,80974,491,שלומציון המלכה,28, ,28 ,שלומציון המלכה 28 ,180109.72,666907.34,6212,257,0,527-80974,34.787619,32.094801,13/03/2026 00:44:42,"ב, ד, ו",כל יום,בימים ב' ו- ד' 06:00 - 18:00,"א,ו",ג,SHLOMTZION,34.78761845604043,32.094802991530344
1628,81105,494,שטריקר,66, ,66 ,שטריקר 66 ,180158.86,666906.23,6212,280,0,527-81105,34.788139,32.094793,13/03/2026 00:44:42,"ב, ד, ו","ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,"א,ו",ג,STRICKER,34.7881390617032,32.09479469888063
1629,83432,561,עמיאל,16, ,16 ,עמיאל 16 ,180447.29,666889.81,6212,737,0,527-83432,34.791195,32.094655,13/03/2026 00:44:42,"א, ג, ה","א, ג, ה",בימים ב' ו- ד' 06:00 - 18:00  הגישה לרחוב זה מוגבלת  אנא הניחו את הערמה לפינוי בכתובת ניסנבוים 6,א,לא קיים פינוי,AMIEL,34.791195146365624,32.094656613835994
1630,131147,582,מתתיהו כהן גדול,15, ,15 ,מתתיהו כהן גדול 15 ,179982.06,666889.11,6212,223,0,527-131147,34.786267,32.094633,13/03/2026 00:44:42,"ב, ד, ו","א, ב, ד, ו",בימים ב' ו- ד' 06:00 - 18:00,א,ג,MATITYAHU CHOEN GADO,34.786266824298366,32.09463410218317
